timestamps,eeg_1,eeg_2,eeg_3,eeg_4,eeg_5,eeg_6,acc_1,acc_2,acc_3,drlref_1,drlref_2,note,ppg_1,ppg_2,ppg_3
1755585044.5013888,836.8865,801.02563,825.2015,820.3663,nan,nan,,,,,,,,,
1755585044.5039418,,,,,,,-0.36450195,0.07952881,0.93414307,,,,,,
1755585044.5052998,817.5458,804.2491,824.3956,821.1722,nan,nan,,,,,,,,,
1755585044.5092108,811.50183,815.9341,822.7839,844.1392,nan,nan,,,,,,,,,
1755585044.5127015,,,,,,,,,,1589157.5,1598827.9,,,,
1755585044.5131218,829.6337,815.9341,826.8132,843.3333,nan,nan,,,,,,,,,
1755585044.5152583,,,,,,,,,,,,,nan,121462570.0,nan
1755585044.5170331,835.6777,789.7436,824.3956,821.5751,nan,nan,,,,,,,,,
1755585044.5209441,830.4396,797.3993,821.978,830.4396,nan,nan,,,,,,,,,
1755585044.5234008,,,,,,,-0.36999512,0.083496094,0.94000244,,,,,,
1755585044.5248551,815.5311,809.4872,821.978,841.7216,nan,nan,,,,,,,,,
1755585044.5287662,821.1722,804.65204,818.3516,851.39197,nan,nan,,,,,,,,,
1755585044.5309038,,,,,,,,,,,,,nan,121505270.0,nan
1755585044.5326772,857.8388,811.0989,819.9634,841.31866,nan,nan,,,,,,,,,
1755585044.5365884,851.39197,815.9341,829.6337,816.7399,nan,nan,,,,,,,,,
1755585044.5404994,813.1135,824.7985,834.0659,822.381,nan,nan,,,,,,,,,
1755585044.5428596,,,,,,,-0.36975098,0.08331299,0.9425049,,,,,,
1755585044.5444105,819.15753,815.9341,817.5458,833.663,nan,nan,,,,,,,,,
1755585044.5465496,,,,,,,,,,,,,nan,121519784.0,nan
1755585044.5479112,,,,,,,,,,1589157.5,1598827.9,,,,
1755585044.5483215,841.7216,803.0403,806.26373,840.9158,nan,nan,,,,,,,,,
1755585044.5522325,841.31866,813.5165,817.1429,840.10986,nan,nan,,,,,,,,,
1755585044.5561438,821.1722,811.0989,818.3516,818.7546,nan,nan,,,,,,,,,
1755585044.5600548,816.7399,805.8608,814.3223,834.87177,nan,nan,,,,,,,,,
1755585044.5621951,,,,,,,,,,,,,nan,121527840.0,nan
1755585044.5623183,,,,,,,-0.36853027,0.08087158,0.9413452,,,,,,
1755585044.5639658,844.1392,809.0842,821.5751,842.9304,nan,nan,,,,,,,,,
1755585044.5678768,846.9597,809.4872,826.8132,815.5311,nan,nan,,,,,,,,,
1755585044.5717878,813.91943,802.6374,819.9634,813.5165,nan,nan,,,,,,,,,
1755585044.5756991,815.12823,810.293,816.337,832.4542,nan,nan,,,,,,,,,
1755585044.5778408,,,,,,,,,,,,,nan,121592300.0,nan
1755585044.5796101,841.7216,817.1429,816.337,842.9304,nan,nan,,,,,,,,,
1755585044.5817773,,,,,,,-0.37322998,0.07531738,0.93322754,,,,,,
1755585044.5831206,,,,,,,,,,1589157.5,1598827.9,,,,
1755585044.5835211,847.3626,800.2198,811.9048,826.0073,nan,nan,,,,,,,,,
1755585044.5874321,823.9927,798.60803,810.696,806.6667,nan,nan,,,,,,,,,
1755585044.5913432,813.1135,799.81683,816.337,830.4396,nan,nan,,,,,,,,,
1755585044.5934863,,,,,,,,,,,,,nan,121539120.0,nan
1755585044.5952542,845.7509,808.68134,821.1722,856.2271,nan,nan,,,,,,,,,
1755585044.5991654,860.65936,815.5311,825.2015,834.87177,nan,nan,,,,,,,,,
1755585044.6012361,,,,,,,-0.37329102,0.0692749,0.9293213,,,,,,
1755585044.6030765,835.2747,807.8755,822.381,801.4286,nan,nan,,,,,,,,,
1755585044.6069875,815.9341,813.5165,818.7546,813.5165,nan,nan,,,,,,,,,
1755585044.6091321,,,,,,,,,,,,,nan,121543960.0,nan
1755585044.6108985,848.5714,823.1868,825.2015,863.0769,nan,nan,,,,,,,,,
1755585044.6148095,878.3883,812.71063,821.1722,861.8681,nan,nan,,,,,,,,,
1755585044.6183300,,,,,,,,,,1589157.5,1598827.9,,,,
1755585044.6187208,850.989,805.8608,817.5458,820.7692,nan,nan,,,,,,,,,
1755585044.6206949,,,,,,,-0.36779785,0.0769043,0.93151855,,,,,,
1755585044.6226318,807.8755,813.91943,821.5751,812.3077,nan,nan,,,,,,,,,
1755585044.6247778,,,,,,,,,,,,,nan,121551210.0,nan
1755585044.6265428,812.71063,821.1722,830.84247,834.4689,nan,nan,,,,,,,,,
1755585044.6304538,844.1392,817.1429,837.28937,842.9304,nan,nan,,,,,,,,,
1755585044.6343648,842.9304,808.2784,828.8278,825.6044,nan,nan,,,,,,,,,
1755585044.6382761,820.7692,806.26373,828.022,815.12823,nan,nan,,,,,,,,,
1755585044.6401539,,,,,,,-0.37127686,0.0791626,0.93865967,,,,,,
1755585044.6404233,,,,,,,,,,,,,nan,121481900.0,nan
1755585044.6421871,812.3077,805.8608,832.8571,833.663,nan,nan,,,,,,,,,
1755585044.6460981,828.022,809.89014,822.381,845.7509,nan,nan,,,,,,,,,
1755585044.6500092,842.1245,810.696,807.8755,818.7546,nan,nan,,,,,,,,,
1755585044.6535394,,,,,,,,,,1589157.5,1598827.9,,,,
1755585044.6539202,832.8571,811.0989,809.89014,808.2784,nan,nan,,,,,,,,,
1755585044.6560690,,,,,,,,,,,,,nan,121451280.0,nan
1755585044.6578314,820.3663,815.5311,822.381,838.0952,nan,nan,,,,,,,,,
1755585044.6596127,,,,,,,-0.36608887,0.07672119,0.94366455,,,,,,
1755585044.6617424,811.9048,810.293,824.7985,847.3626,nan,nan,,,,,,,,,
1755585044.6656535,832.4542,808.2784,821.978,830.0366,nan,nan,,,,,,,,,
1755585044.6695645,838.9011,813.91943,823.1868,821.978,nan,nan,,,,,,,,,
1755585044.6717145,,,,,,,,,,,,,nan,121412600.0,nan
1755585044.6734755,816.7399,818.7546,830.84247,832.0513,nan,nan,,,,,,,,,
1755585044.6773868,808.2784,809.4872,820.7692,832.4542,nan,nan,,,,,,,,,
1755585044.6790714,,,,,,,-0.36505127,0.08404541,0.93743896,,,,,,
1755585044.6812978,838.49817,808.2784,814.7253,825.6044,nan,nan,,,,,,,,,
1755585044.6852088,851.39197,821.978,827.619,819.15753,nan,nan,,,,,,,,,
1755585044.6873603,,,,,,,,,,,,,nan,121345710.0,nan
1755585044.6887488,,,,,,,,,,1589157.5,1598827.9,,,,
1755585044.6891198,822.381,825.2015,829.2308,832.0513,nan,nan,,,,,,,,,
1755585044.6930308,811.0989,821.1722,825.2015,849.3773,nan,nan,,,,,,,,,
1755585044.6969419,836.8865,816.337,830.84247,843.3333,nan,nan,,,,,,,,,
1755585044.6985302,,,,,,,-0.36871338,0.07672119,0.9373169,,,,,,
1755585044.7008531,856.63007,811.9048,834.87177,821.978,nan,nan,,,,,,,,,
1755585044.7030060,,,,,,,,,,,,,nan,121374730.0,nan
1755585044.7047641,827.619,811.50183,830.84247,806.6667,nan,nan,,,,,,,,,
1755585044.7086751,803.8461,809.89014,822.381,826.0073,nan,nan,,,,,,,,,
1755585044.7125862,829.6337,802.23444,817.1429,843.3333,nan,nan,,,,,,,,,
1755585044.7164972,855.0183,802.23444,825.6044,834.4689,nan,nan,,,,,,,,,
1755585044.7179892,,,,,,,-0.37329102,0.07727051,0.94299316,,,,,,
1755585044.7186515,,,,,,,,,,,,,nan,121313480.0,nan
1755585044.7204084,828.022,799.81683,824.3956,815.5311,nan,nan,,,,,,,,,
1755585044.7239583,,,,,,,,,,1589157.5,1599633.8,,,,
1755585044.7243195,792.1612,800.2198,821.5751,817.9487,nan,nan,,,,,,,,,
1755585044.7282305,808.68134,815.12823,832.4542,843.73627,nan,nan,,,,,,,,,
1755585044.7321415,835.6777,810.293,827.2161,837.6923,nan,nan,,,,,,,,,
1755585044.7342973,,,,,,,,,,,,,nan,121283660.0,nan
1755585044.7360525,823.1868,801.8315,827.619,814.3223,nan,nan,,,,,,,,,
1755585044.7374480,,,,,,,-0.36914062,0.07897949,0.92993164,,,,,,
1755585044.7399638,799.41394,808.68134,833.663,816.337,nan,nan,,,,,,,,,
1755585044.7438748,815.9341,811.50183,832.4542,844.5421,nan,nan,,,,,,,,,
1755585044.7477858,850.18317,812.3077,832.8571,845.7509,nan,nan,,,,,,,,,
1755585044.7499428,,,,,,,,,,,,,nan,121304616.0,nan
1755585044.7516968,840.5128,806.26373,834.0659,827.619,nan,nan,,,,,,,,,
1755585044.7556078,807.8755,798.60803,829.2308,823.5897,nan,nan,,,,,,,,,
1755585044.7569067,,,,,,,-0.37420654,0.0793457,0.93530273,,,,,,
1755585044.7591677,,,,,,,,,,1589157.5,1598827.9,,,,
1755585044.7595191,814.3223,811.0989,826.4103,843.3333,nan,nan,,,,,,,,,
1755585044.7634301,833.663,809.4872,828.022,846.1539,nan,nan,,,,,,,,,
1755585044.7655885,,,,,,,,,,,,,nan,121249010.0,nan
1755585044.7673411,837.28937,801.4286,828.022,828.4249,nan,nan,,,,,,,,,
1755585044.7712522,826.8132,815.12823,833.2601,829.2308,nan,nan,,,,,,,,,
1755585044.7751632,815.12823,818.3516,832.8571,842.52747,nan,nan,,,,,,,,,
1755585044.7763658,,,,,,,-0.3748169,0.08135986,0.9402466,,,,,,
1755585044.7790744,829.2308,811.9048,828.8278,855.0183,nan,nan,,,,,,,,,
1755585044.7812343,,,,,,,,,,,,,nan,121254660.0,nan
1755585044.7829854,855.0183,811.0989,830.4396,836.8865,nan,nan,,,,,,,,,
1755585044.7868965,829.2308,807.47253,819.9634,815.9341,nan,nan,,,,,,,,,
1755585044.7908075,800.2198,806.6667,817.1429,829.6337,nan,nan,,,,,,,,,
1755585044.7943771,,,,,,,,,,1589157.5,1598827.9,,,,
1755585044.7947185,820.3663,811.50183,826.8132,832.4542,nan,nan,,,,,,,,,
1755585044.7958245,,,,,,,-0.37738037,0.076293945,0.93859863,,,,,,
1755585044.7968798,,,,,,,,,,,,,nan,121177290.0,nan
1755585044.7986298,834.87177,802.6374,821.978,813.91943,nan,nan,,,,,,,,,
1755585044.8025408,831.6484,803.0403,823.5897,809.4872,nan,nan,,,,,,,,,
1755585044.8064518,814.3223,815.5311,830.0366,810.293,nan,nan,,,,,,,,,
1755585044.8103628,821.5751,824.3956,830.4396,839.707,nan,nan,,,,,,,,,
1755585044.8125255,,,,,,,,,,,,,nan,121214360.0,nan
1755585044.8142738,848.1685,824.3956,831.2454,844.94507,nan,nan,,,,,,,,,
1755585044.8152833,,,,,,,-0.3739624,0.0769043,0.9359741,,,,,,
1755585044.8181849,851.79486,817.5458,830.4396,817.1429,nan,nan,,,,,,,,,
1755585044.8220961,828.022,807.8755,830.0366,803.44324,nan,nan,,,,,,,,,
1755585044.8260071,823.1868,803.0403,830.84247,828.022,nan,nan,,,,,,,,,
1755585044.8281710,,,,,,,,,,,,,nan,121233700.0,nan
1755585044.8295865,,,,,,,,,,1589157.5,1599633.8,,,,
1755585044.8299181,845.34796,802.6374,835.6777,848.1685,nan,nan,,,,,,,,,
1755585044.8338292,844.94507,803.0403,832.4542,818.7546,nan,nan,,,,,,,,,
1755585044.8347423,,,,,,,-0.37249756,0.07244873,0.93292236,,,,,,
1755585044.8377402,823.9927,813.91943,830.84247,812.3077,nan,nan,,,,,,,,,
1755585044.8416514,806.6667,822.7839,837.28937,836.8865,nan,nan,,,,,,,,,
1755585044.8438168,,,,,,,,,,,,,nan,121220000.0,nan
1755585044.8455625,826.8132,814.3223,829.6337,843.73627,nan,nan,,,,,,,,,
1755585044.8494735,848.97437,803.44324,827.2161,826.8132,nan,nan,,,,,,,,,
1755585044.8533845,832.0513,801.02563,829.2308,811.0989,nan,nan,,,,,,,,,
1755585044.8542011,,,,,,,-0.36901855,0.07714844,0.9303589,,,,,,
1755585044.8572955,806.26373,798.20514,822.7839,819.9634,nan,nan,,,,,,,,,
1755585044.8594623,,,,,,,,,,,,,nan,121227256.0,nan
1755585044.8612068,814.3223,807.8755,826.0073,847.76556,nan,nan,,,,,,,,,
1755585044.8647959,,,,,,,,,,1589157.5,1599633.8,,,,
1755585044.8651178,847.3626,817.5458,837.28937,857.4359,nan,nan,,,,,,,,,
1755585044.8690288,845.34796,817.9487,834.87177,817.1429,nan,nan,,,,,,,,,
1755585044.8729398,816.337,817.5458,837.6923,803.0403,nan,nan,,,,,,,,,
1755585044.8736598,,,,,,,-0.37200928,0.07556152,0.9354248,,,,,,
1755585044.8751080,,,,,,,,,,,,,nan,121257870.0,nan
1755585044.8768508,823.5897,816.337,836.4835,844.1392,nan,nan,,,,,,,,,
1755585044.8807621,839.707,811.0989,832.4542,844.5421,nan,nan,,,,,,,,,
1755585044.8846731,828.4249,799.81683,831.2454,814.3223,nan,nan,,,,,,,,,
1755585044.8885841,790.54944,789.7436,819.9634,792.96704,nan,nan,,,,,,,,,
1755585044.8907537,,,,,,,,,,,,,nan,121198240.0,nan
1755585044.8924952,788.5348,796.1905,821.5751,807.8755,nan,nan,,,,,,,,,
1755585044.8931186,,,,,,,-0.36523438,0.07879639,0.93634033,,,,,,
1755585044.8964062,832.4542,809.0842,834.0659,846.55676,nan,nan,,,,,,,,,
1755585044.9000053,,,,,,,,,,1589157.5,1599633.8,,,,
1755585044.9003174,840.9158,805.4579,833.2601,826.4103,nan,nan,,,,,,,,,
1755585044.9042284,817.5458,797.8022,830.4396,788.1319,nan,nan,,,,,,,,,
1755585044.9063993,,,,,,,,,,,,,nan,121259490.0,nan
1755585044.9081395,818.7546,806.26373,831.2454,826.4103,nan,nan,,,,,,,,,
1755585044.9120505,854.21246,812.71063,830.0366,858.6447,nan,nan,,,,,,,,,
1755585044.9125776,,,,,,,-0.36187744,0.081848145,0.9416504,,,,,,
1755585044.9159615,849.7802,805.4579,825.2015,829.2308,nan,nan,,,,,,,,,
1755585044.9198725,799.011,791.3553,821.1722,809.4872,nan,nan,,,,,,,,,
1755585044.9220450,,,,,,,,,,,,,nan,121190184.0,nan
1755585044.9237838,789.7436,789.7436,822.7839,813.1135,nan,nan,,,,,,,,,
1755585044.9276948,808.68134,799.41394,826.4103,830.4396,nan,nan,,,,,,,,,
1755585044.9316058,827.2161,807.47253,840.10986,828.022,nan,nan,,,,,,,,,
1755585044.9320364,,,,,,,-0.35839844,0.08294678,0.9390259,,,,,,
1755585044.9352148,,,,,,,,,,1589157.5,1599633.8,,,,
1755585044.9355168,828.4249,804.65204,842.9304,800.6227,nan,nan,,,,,,,,,
1755585044.9376905,,,,,,,,,,,,,nan,121224830.0,nan
1755585044.9394279,815.9341,810.293,829.6337,803.0403,nan,nan,,,,,,,,,
1755585044.9433391,826.0073,816.7399,827.619,832.4542,nan,nan,,,,,,,,,
1755585044.9472501,842.9304,811.0989,825.6044,827.619,nan,nan,,,,,,,,,
1755585044.9511611,836.4835,803.0403,815.5311,799.41394,nan,nan,,,,,,,,,
1755585044.9514952,,,,,,,-0.36639404,0.08013916,0.93859863,,,,,,
1755585044.9533362,,,,,,,,,,,,,nan,121211140.0,nan
1755585044.9550722,814.3223,805.8608,823.5897,798.60803,nan,nan,,,,,,,,,
1755585044.9589832,809.0842,812.71063,832.0513,823.5897,nan,nan,,,,,,,,,
1755585044.9628944,828.4249,803.44324,831.2454,845.7509,nan,nan,,,,,,,,,
1755585044.9668055,835.2747,800.2198,821.1722,827.619,nan,nan,,,,,,,,,
1755585044.9689820,,,,,,,,,,,,,nan,121241760.0,nan
1755585044.9704242,,,,,,,,,,1589157.5,1598827.9,,,,
1755585044.9707165,824.3956,812.3077,832.0513,806.6667,nan,nan,,,,,,,,,
1755585044.9709542,,,,,,,-0.371521,0.079589844,0.93463135,,,,,,
1755585044.9746275,797.8022,814.3223,834.0659,817.1429,nan,nan,,,,,,,,,
1755585044.9785385,803.8461,807.8755,816.337,820.3663,nan,nan,,,,,,,,,
1755585044.9824498,830.4396,796.99634,816.337,807.8755,nan,nan,,,,,,,,,
1755585044.9846275,,,,,,,,,,,,,nan,121213550.0,nan
1755585044.9863608,830.84247,807.47253,819.9634,818.7546,nan,nan,,,,,,,,,
1755585044.9902718,824.3956,815.5311,826.0073,844.94507,nan,nan,,,,,,,,,
1755585044.9904130,,,,,,,-0.3739624,0.07421875,0.9378052,,,,,,
1755585044.9941828,825.6044,809.0842,839.304,844.1392,nan,nan,,,,,,,,,
1755585044.9980938,813.91943,811.9048,831.2454,797.8022,nan,nan,,,,,,,,,
1755585045.0002732,,,,,,,,,,,,,nan,121217580.0,nan
1755585045.0020051,805.4579,817.9487,822.7839,776.04395,nan,nan,,,,,,,,,
1755585045.0056336,,,,,,,,,,1589157.5,1598827.9,,,,
1755585045.0059161,796.5934,811.0989,823.5897,789.7436,nan,nan,,,,,,,,,
1755585045.0098271,791.3553,798.60803,812.71063,797.8022,nan,nan,,,,,,,,,
1755585045.0098717,,,,,,,-0.37225342,0.07489014,0.9359741,,,,,,
1755585045.0137382,823.9927,804.2491,821.1722,813.1135,nan,nan,,,,,,,,,
1755585045.0159187,,,,,,,,,,,,,nan,121251430.0,nan
1755585045.0176492,838.49817,813.91943,824.7985,812.3077,nan,nan,,,,,,,,,
1755585045.0215602,813.1135,811.9048,822.381,805.8608,nan,nan,,,,,,,,,
1755585045.0254714,780.4762,808.2784,828.022,796.99634,nan,nan,,,,,,,,,
1755585045.0293305,,,,,,,-0.3675537,0.07611084,0.93774414,,,,,,
1755585045.0293825,788.5348,807.0696,821.978,801.8315,nan,nan,,,,,,,,,
1755585045.0315645,,,,,,,,,,,,,nan,121231280.0,nan
1755585045.0332935,812.71063,809.4872,826.8132,792.96704,nan,nan,,,,,,,,,
1755585045.0372045,803.0403,807.47253,826.4103,784.10254,nan,nan,,,,,,,,,
1755585045.0408430,,,,,,,,,,1589157.5,1598827.9,,,,
1755585045.0411155,791.75824,797.8022,817.5458,810.696,nan,nan,,,,,,,,,
1755585045.0450268,809.89014,798.20514,821.1722,832.0513,nan,nan,,,,,,,,,
1755585045.0472100,,,,,,,,,,,,,nan,121237730.0,nan
1755585045.0487895,,,,,,,-0.36810303,0.072143555,0.9333496,,,,,,
1755585045.0489378,829.2308,804.65204,817.9487,806.6667,nan,nan,,,,,,,,,
1755585045.0528488,818.3516,807.47253,816.7399,778.46155,nan,nan,,,,,,,,,
1755585045.0567598,795.78754,809.89014,820.3663,798.20514,nan,nan,,,,,,,,,
1755585045.0606709,809.89014,813.91943,824.3956,833.663,nan,nan,,,,,,,,,
1755585045.0628557,,,,,,,,,,,,,nan,121244180.0,nan
1755585045.0645821,836.8865,813.5165,822.381,826.4103,nan,nan,,,,,,,,,
1755585045.0682483,,,,,,,-0.36834717,0.075805664,0.9345703,,,,,,
1755585045.0684931,831.6484,815.5311,821.5751,794.9817,nan,nan,,,,,,,,,
1755585045.0724041,805.8608,811.50183,823.1868,794.17584,nan,nan,,,,,,,,,
1755585045.0760524,,,,,,,,,,1589157.5,1598827.9,,,,
1755585045.0763152,804.2491,805.4579,818.7546,832.8571,nan,nan,,,,,,,,,
1755585045.0785015,,,,,,,,,,,,,nan,121299784.0,nan
1755585045.0802262,834.4689,797.3993,814.3223,839.707,nan,nan,,,,,,,,,
1755585045.0841374,838.0952,789.7436,813.1135,805.05493,nan,nan,,,,,,,,,
1755585045.0877070,,,,,,,-0.36212158,0.07434082,0.947876,,,,,,
1755585045.0880485,811.50183,787.326,812.3077,801.02563,nan,nan,,,,,,,,,
1755585045.0919595,807.47253,796.99634,815.12823,827.2161,nan,nan,,,,,,,,,
1755585045.0941470,,,,,,,,,,,,,nan,121303810.0,nan
1755585045.0958705,816.337,798.60803,813.91943,839.707,nan,nan,,,,,,,,,
1755585045.0997815,815.12823,790.54944,807.8755,813.1135,nan,nan,,,,,,,,,
1755585045.1036928,801.4286,799.81683,814.7253,799.81683,nan,nan,,,,,,,,,
1755585045.1071661,,,,,,,-0.35369873,0.07647705,0.9371338,,,,,,
1755585045.1076038,795.38464,809.89014,826.0073,811.50183,nan,nan,,,,,,,,,
1755585045.1097927,,,,,,,,,,,,,nan,121328790.0,nan
1755585045.1112618,,,,,,,,,,1589157.5,1598827.9,,,,
1755585045.1115148,811.50183,793.7729,818.7546,830.0366,nan,nan,,,,,,,,,
1755585045.1154258,836.08057,790.54944,813.91943,822.7839,nan,nan,,,,,,,,,
1755585045.1193368,829.6337,802.6374,817.9487,804.2491,nan,nan,,,,,,,,,
1755585045.1232479,807.47253,794.9817,816.337,829.2308,nan,nan,,,,,,,,,
1755585045.1254382,,,,,,,,,,,,,nan,121349740.0,nan
1755585045.1266248,,,,,,,-0.36773682,0.073913574,0.94329834,,,,,,
1755585045.1271591,808.2784,786.9231,817.1429,846.9597,nan,nan,,,,,,,,,
1755585045.1310701,834.4689,785.7143,813.1135,847.76556,nan,nan,,,,,,,,,
1755585045.1349812,838.9011,790.14655,809.4872,821.1722,nan,nan,,,,,,,,,
1755585045.1388922,811.50183,799.011,819.15753,790.54944,nan,nan,,,,,,,,,
1755585045.1410840,,,,,,,,,,,,,nan,121293336.0,nan
1755585045.1428032,797.8022,798.60803,822.7839,808.2784,nan,nan,,,,,,,,,
1755585045.1460836,,,,,,,-0.36920166,0.06561279,0.9328003,,,,,,
1755585045.1464713,,,,,,,,,,1589157.5,1598827.9,,,,
1755585045.1467144,822.7839,798.20514,822.381,823.5897,nan,nan,,,,,,,,,
1755585045.1506255,846.1539,812.3077,829.2308,817.1429,nan,nan,,,,,,,,,
1755585045.1545365,827.2161,816.337,832.8571,824.3956,nan,nan,,,,,,,,,
1755585045.1567297,,,,,,,,,,,,,nan,121297360.0,nan
1755585045.1584475,804.2491,803.8461,832.4542,837.28937,nan,nan,,,,,,,,,
1755585045.1623585,809.4872,790.14655,822.381,840.9158,nan,nan,,,,,,,,,
1755585045.1655426,,,,,,,-0.36376953,0.07055664,0.9315796,,,,,,
1755585045.1662698,830.0366,795.38464,815.9341,833.2601,nan,nan,,,,,,,,,
1755585045.1701808,822.381,805.05493,820.3663,809.4872,nan,nan,,,,,,,,,
1755585045.1723752,,,,,,,,,,,,,nan,121309450.0,nan
1755585045.1740918,791.75824,803.44324,821.978,801.4286,nan,nan,,,,,,,,,
1755585045.1780028,801.8315,801.8315,824.3956,828.8278,nan,nan,,,,,,,,,
1755585045.1816807,,,,,,,,,,1589157.5,1598827.9,,,,
1755585045.1819139,834.4689,805.4579,825.6044,825.2015,nan,nan,,,,,,,,,
1755585045.1850014,,,,,,,-0.3600464,0.076416016,0.9349365,,,,,,
1755585045.1858251,826.0073,813.1135,822.7839,808.2784,nan,nan,,,,,,,,,
1755585045.1880209,,,,,,,,,,,,,nan,121354580.0,nan
1755585045.1897361,796.99634,807.8755,816.337,811.9048,nan,nan,,,,,,,,,
1755585045.1936471,807.8755,804.65204,821.5751,842.1245,nan,nan,,,,,,,,,
1755585045.1975582,830.84247,802.23444,822.381,849.3773,nan,nan,,,,,,,,,
1755585045.2014692,829.6337,792.1612,814.3223,814.3223,nan,nan,,,,,,,,,
1755585045.2036664,,,,,,,,,,,,,nan,121344910.0,nan
1755585045.2044601,,,,,,,-0.3612671,0.08050537,0.9473877,,,,,,
1755585045.2053804,802.6374,794.9817,818.3516,810.696,nan,nan,,,,,,,,,
1755585045.2092915,790.9524,801.8315,827.2161,828.022,nan,nan,,,,,,,,,
1755585045.2132025,828.022,803.8461,832.0513,838.49817,nan,nan,,,,,,,,,
1755585045.2168901,,,,,,,,,,1588351.6,1599633.8,,,,
1755585045.2171135,843.73627,809.0842,832.0513,816.7399,nan,nan,,,,,,,,,
1755585045.2193122,,,,,,,,,,,,,nan,121353780.0,nan
1755585045.2210245,819.15753,799.41394,828.4249,790.14655,nan,nan,,,,,,,,,
1755585045.2239189,,,,,,,-0.36297607,0.085998535,0.9451294,,,,,,
1755585045.2249358,801.02563,787.326,820.7692,816.337,nan,nan,,,,,,,,,
1755585045.2288468,818.7546,799.41394,818.7546,844.94507,nan,nan,,,,,,,,,
1755585045.2327578,828.8278,792.1612,812.3077,823.9927,nan,nan,,,,,,,,,
1755585045.2349577,,,,,,,,,,,,,nan,121390040.0,nan
1755585045.2366688,815.5311,782.49084,806.26373,794.9817,nan,nan,,,,,,,,,
1755585045.2405798,798.20514,788.1319,811.9048,815.9341,nan,nan,,,,,,,,,
1755585045.2433779,,,,,,,-0.35992432,0.07940674,0.93603516,,,,,,
1755585045.2444909,800.6227,794.17584,814.3223,832.4542,nan,nan,,,,,,,,,
1755585045.2484021,831.6484,801.4286,818.3516,812.71063,nan,nan,,,,,,,,,
1755585045.2506034,,,,,,,,,,,,,nan,121394060.0,nan
1755585045.2520995,,,,,,,,,,1589157.5,1598827.9,,,,
1755585045.2523131,832.4542,802.6374,826.8132,796.5934,nan,nan,,,,,,,,,
1755585045.2562242,822.381,808.68134,827.2161,813.91943,nan,nan,,,,,,,,,
1755585045.2601352,824.3956,802.6374,823.1868,846.9597,nan,nan,,,,,,,,,
1755585045.2628367,,,,,,,-0.36340332,0.076293945,0.93481445,,,,,,
1755585045.2640462,826.0073,786.9231,817.5458,844.94507,nan,nan,,,,,,,,,
1755585045.2662492,,,,,,,,,,,,,nan,121412600.0,nan
1755585045.2679574,833.2601,789.34064,818.7546,821.5751,nan,nan,,,,,,,,,
1755585045.2718685,807.8755,796.1905,817.5458,794.57874,nan,nan,,,,,,,,,
1755585045.2757795,796.5934,791.75824,807.0696,799.41394,nan,nan,,,,,,,,,
1755585045.2796905,815.12823,793.7729,806.6667,820.7692,nan,nan,,,,,,,,,
1755585045.2818947,,,,,,,,,,,,,nan,121373110.0,nan
1755585045.2822955,,,,,,,-0.3708496,0.07501221,0.93621826,,,,,,
1755585045.2836015,837.6923,806.6667,820.7692,819.9634,nan,nan,,,,,,,,,
1755585045.2873089,,,,,,,,,,1589157.5,1598827.9,,,,
1755585045.2875128,835.2747,809.4872,833.2601,814.3223,nan,nan,,,,,,,,,
1755585045.2914238,814.7253,812.71063,831.2454,824.7985,nan,nan,,,,,,,,,
1755585045.2953348,821.1722,805.8608,821.1722,838.0952,nan,nan,,,,,,,,,
1755585045.2975404,,,,,,,,,,,,,nan,121358610.0,nan
1755585045.2992458,838.49817,796.5934,822.381,839.707,nan,nan,,,,,,,,,
1755585045.3017545,,,,,,,-0.36584473,0.07336426,0.93981934,,,,,,
1755585045.3031569,834.87177,799.011,828.8278,820.7692,nan,nan,,,,,,,,,
1755585045.3070681,802.23444,799.011,820.3663,798.20514,nan,nan,,,,,,,,,
1755585045.3109791,796.99634,792.5641,818.3516,812.71063,nan,nan,,,,,,,,,
1755585045.3131859,,,,,,,,,,,,,nan,121323960.0,nan
1755585045.3148901,835.6777,795.38464,829.2308,834.0659,nan,nan,,,,,,,,,
1755585045.3188012,855.0183,805.4579,834.4689,814.7253,nan,nan,,,,,,,,,
1755585045.3212132,,,,,,,-0.3618164,0.0769043,0.93395996,,,,,,
1755585045.3225183,,,,,,,,,,1589157.5,1598827.9,,,,
1755585045.3227122,823.9927,803.8461,826.8132,803.8461,nan,nan,,,,,,,,,
1755585045.3266234,805.8608,797.8022,819.5604,831.6484,nan,nan,,,,,,,,,
1755585045.3288317,,,,,,,,,,,,,nan,121264320.0,nan
1755585045.3305345,838.49817,787.72894,822.7839,830.84247,nan,nan,,,,,,,,,
1755585045.3344455,840.9158,795.38464,829.2308,807.8755,nan,nan,,,,,,,,,
1755585045.3383565,798.60803,801.02563,826.4103,794.17584,nan,nan,,,,,,,,,
1755585045.3406720,,,,,,,-0.35943604,0.07867432,0.93774414,,,,,,
1755585045.3422675,791.3553,800.6227,824.7985,814.3223,nan,nan,,,,,,,,,
1755585045.3444774,,,,,,,,,,,,,nan,121204690.0,nan
1755585045.3461785,819.5604,815.12823,829.2308,840.10986,nan,nan,,,,,,,,,
1755585045.3500898,837.28937,815.12823,829.6337,816.7399,nan,nan,,,,,,,,,
1755585045.3540008,825.2015,807.0696,828.022,788.93774,nan,nan,,,,,,,,,
